Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,fullName,age_group
Tyler Adams,20,https://cdn.sofifa.com/players/232/999/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,76,86,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€11.5M,€29K,Tyler Adams,Age: 20-25
Rafael da,20,https://cdn.sofifa.com/players/241/721/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,75,86,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€11.5M,€28K,Rafael da Conceição Leão,Age: 20-25
Giovanni Reyna,16,https://cdn.sofifa.com/players/245/541/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,66,86,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€1.3M,€2K,Giovanni Reyna,Below 20 years
David Neres,22,https://cdn.sofifa.com/players/236/632/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,81,86,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€24M,€26K,David Neres Campos,Age: 20-25
Ryan Sessegnon,19,https://cdn.sofifa.com/players/235/883/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,86,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€11M,€38K,Ryan Sessegnon,Below 20 years
Arkadiusz Milik,25,https://cdn.sofifa.com/players/205/175/20_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,83,86,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€33M,€91K,Arkadiusz Milik,Age: 25-30
Milot Rashica,23,https://cdn.sofifa.com/players/229/167/20_60.png,Kosovo,https://cdn.sofifa.com/flags/xk.png,80,86,SV Werder Bremen,https://cdn.sofifa.com/teams/38/light_30.png,€20.5M,€34K,Milot Rashica,Age: 20-25
Kieran Tierney,22,https://cdn.sofifa.com/players/226/491/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,77,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€12.5M,€55K,Kieran Tierney,Age: 20-25
Moussa Dembélé,22,https://cdn.sofifa.com/players/211/591/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,86,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€29.5M,€82K,Moussa Dembélé,Age: 20-25
Dan-Axel Zagadou,20,https://cdn.sofifa.com/players/238/476/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,86,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€16M,€48K,Dan-Axel Zagadou,Age: 20-25
Donyell Malen,20,https://cdn.sofifa.com/players/231/447/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,77,86,PSV,https://cdn.sofifa.com/teams/247/light_30.png,€14M,€16K,Donyell Malen,Age: 20-25
Mohamed Simakan,19,https://cdn.sofifa.com/players/243/854/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,72,86,RC Strasbourg Alsace,https://cdn.sofifa.com/teams/76/light_30.png,€6M,€10K,Mohamed Simakan,Below 20 years
Leonidas Stergiou,17,https://cdn.sofifa.com/players/247/360/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,63,86,FC St. Gallen,https://cdn.sofifa.com/teams/898/light_30.png,€750K,€500,Leonidas Stergiou,Below 20 years
Christopher Nkunku,21,https://cdn.sofifa.com/players/232/411/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,86,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€20.5M,€43K,Christopher Nkunku,Age: 20-25
Ferland Mendy,24,https://cdn.sofifa.com/players/228/618/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,86,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€21M,€120K,Ferland Mendy,Age: 20-25
Denis Zakaria,22,https://cdn.sofifa.com/players/229/261/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,82,86,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/light_30.png,€26M,€32K,Denis Zakaria,Age: 20-25
Stefan de,27,https://cdn.sofifa.com/players/198/176/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,85,86,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€39M,€96K,Stefan de Vrij,Age: 25-30
Nilmar Honorato,26,https://cdn.sofifa.com/players/135/567/12_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,86,Villarreal CF,https://cdn.sofifa.com/teams/483/light_30.png,€16.5M,€90K,Nilmar Honorato da Silva,Age: 25-30
Péter Gulácsi,29,https://cdn.sofifa.com/players/185/122/20_60.png,Hungary,https://cdn.sofifa.com/flags/hu.png,85,86,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€31M,€69K,Péter Gulácsi,Age: 25-30
Predrag Rajković,23,https://cdn.sofifa.com/players/241/727/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,78,86,Stade de Reims,https://cdn.sofifa.com/teams/379/light_30.png,€12M,€20K,Predrag Rajković,Age: 20-25
Scott McTominay,22,https://cdn.sofifa.com/players/237/238/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,79,86,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€17.5M,€95K,Scott McTominay,Age: 20-25
Alexander Isak,19,https://cdn.sofifa.com/players/233/731/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,78,86,Real Sociedad,https://cdn.sofifa.com/teams/457/light_30.png,€15M,€20K,Alexander Isak,Below 20 years
Allan Saint-Maximin,22,https://cdn.sofifa.com/players/216/388/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,86,Newcastle United,https://cdn.sofifa.com/teams/13/light_30.png,€20.5M,€43K,Allan Saint-Maximin,Age: 20-25
Ionuț Andrei,22,https://cdn.sofifa.com/players/234/102/20_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,75,86,Parma,https://cdn.sofifa.com/teams/50/light_30.png,€9M,€23K,Ionuț Andrei Radu,Age: 20-25
Dwight McNeil,19,https://cdn.sofifa.com/players/243/282/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,86,Burnley,https://cdn.sofifa.com/teams/1796/light_30.png,€13.5M,€21K,Dwight McNeil,Below 20 years
Lorenzo Insigne,28,https://cdn.sofifa.com/players/198/219/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,86,86,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€46M,€130K,Lorenzo Insigne,Age: 25-30
Luis Díaz,22,https://cdn.sofifa.com/players/241/084/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,78,86,FC Porto,https://cdn.sofifa.com/teams/236/light_30.png,€15.5M,€14K,Luis Díaz,Age: 20-25
Jason Denayer,24,https://cdn.sofifa.com/players/220/182/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,80,86,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€18.5M,€58K,Jason Denayer,Age: 20-25
Merih Demiral,21,https://cdn.sofifa.com/players/238/160/20_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,77,86,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€12.5M,€55K,Merih Demiral,Age: 20-25
Renan Augusto,21,https://cdn.sofifa.com/players/251/573/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,86,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€16M,€36K,Renan Augusto Lodi dos Santos,Age: 20-25
Alphonse Areola,26,https://cdn.sofifa.com/players/193/105/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,86,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€21M,€125K,Alphonse Areola,Age: 25-30
Mohammed Kudus,18,https://cdn.sofifa.com/players/245/155/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,71,86,FC Nordsjælland,https://cdn.sofifa.com/teams/1788/light_30.png,€4.9M,€4K,Mohammed Kudus,Below 20 years
Hamed Junior,19,https://cdn.sofifa.com/players/240/787/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,71,86,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,€5M,€17K,Hamed Junior Traorè,Below 20 years
Anthony Lopes,28,https://cdn.sofifa.com/players/199/482/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,84,86,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€27M,€81K,Anthony Lopes,Age: 25-30
Lucas Digne,25,https://cdn.sofifa.com/players/200/458/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,86,Everton,https://cdn.sofifa.com/teams/7/light_30.png,€28.5M,€97K,Lucas Digne,Age: 25-30
Roman Bürki,28,https://cdn.sofifa.com/players/189/117/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,85,86,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€32M,€92K,Roman Bürki,Age: 25-30
Javairô Dilrosun,21,https://cdn.sofifa.com/players/224/949/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,73,86,Hertha BSC,https://cdn.sofifa.com/teams/166/light_30.png,€7.5M,€16K,Javairô Dilrosun,Age: 20-25
Patrick Cutrone,21,https://cdn.sofifa.com/players/237/715/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,77,86,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,€14M,€41K,Patrick Cutrone,Age: 20-25
Krépin Diatta,20,https://cdn.sofifa.com/players/238/227/20_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,77,86,Club Brugge KV,https://cdn.sofifa.com/teams/231/light_30.png,€14M,€18K,Krépin Diatta,Age: 20-25
Miralem Pjanić,29,https://cdn.sofifa.com/players/180/206/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,86,86,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€42.5M,€180K,Miralem Pjanić,Age: 25-30
Alejandro Gómez,31,https://cdn.sofifa.com/players/143/076/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,86,86,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,€39M,€100K,Alejandro Gómez,Age: 30-35
Weston McKennie,20,https://cdn.sofifa.com/players/238/744/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,76,86,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€12.5M,€22K,Weston McKennie,Age: 20-25
Brandon Williams,18,https://cdn.sofifa.com/players/243/414/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,72,86,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€6M,€16K,Brandon Williams,Below 20 years
Rafael Euclides,19,https://cdn.sofifa.com/players/243/055/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,71,86,Sporting CP,https://cdn.sofifa.com/teams/237/light_30.png,€5M,€6K,Rafael Euclides Soares Camacho,Below 20 years
Luís Manuel,20,https://cdn.sofifa.com/players/244/316/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,76,86,Sporting CP,https://cdn.sofifa.com/teams/237/light_30.png,€10M,€6K,Luís Manuel Arantes Maximiano,Age: 20-25
Facundo Pellistri,17,https://cdn.sofifa.com/players/253/283/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,70,86,Peñarol,https://cdn.sofifa.com/teams/101110/light_30.png,€3.5M,€500,Facundo Pellistri,Below 20 years
Odisseas Vlachodimos,25,https://cdn.sofifa.com/players/211/990/20_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,81,86,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€17.5M,€14K,Odisseas Vlachodimos,Age: 25-30
Agustín Urzi,19,https://cdn.sofifa.com/players/246/469/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,86,Club Atlético Banfield,https://cdn.sofifa.com/teams/110404/light_30.png,€5M,€6K,Agustín Urzi,Below 20 years
Gustavo Enrique,19,https://cdn.sofifa.com/players/248/386/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,86,Famalicão,https://cdn.sofifa.com/teams/112809/light_30.png,€9M,€6K,Gustavo Enrique Assunção da Silva,Below 20 years
Medhi Benatia,31,https://cdn.sofifa.com/players/177/509/19_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,86,86,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€30M,€160K,Medhi Benatia,Age: 30-35
Eduardo Camavinga,16,https://cdn.sofifa.com/players/248/243/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,86,Stade Rennais FC,https://cdn.sofifa.com/teams/74/light_30.png,€10M,€5K,Eduardo Camavinga,Below 20 years
Manor Solomon,19,https://cdn.sofifa.com/players/246/791/20_60.png,Israel,https://cdn.sofifa.com/flags/il.png,71,86,Shakhtar Donetsk,https://cdn.sofifa.com/teams/101059/light_30.png,€5M,€500,Manor Solomon,Below 20 years
Luis Alberto,26,https://cdn.sofifa.com/players/198/706/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,86,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,€45M,€84K,Luis Alberto Romero Alconchel,Age: 25-30
Samuel Chukwueze,20,https://cdn.sofifa.com/players/246/172/20_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,77,86,Villarreal CF,https://cdn.sofifa.com/teams/483/light_30.png,€14M,€23K,Samuel Chukwueze,Age: 20-25
Christian Pulisic,20,https://cdn.sofifa.com/players/227/796/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,80,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€20.5M,€89K,Christian Pulisic,Age: 20-25
Diogo José,22,https://cdn.sofifa.com/players/224/458/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,80,86,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/light_30.png,€20.5M,€84K,Diogo José Teixeira da Silva,Age: 20-25
Edinson Cavani,32,https://cdn.sofifa.com/players/179/813/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,86,86,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€35.5M,€150K,Edinson Cavani,Age: 30-35
Déiber Caicedo,19,https://cdn.sofifa.com/players/242/573/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,68,86,Deportivo Cali,https://cdn.sofifa.com/teams/101102/light_30.png,€1.9M,€850,Déiber Caicedo,Below 20 years
Naby Keïta,24,https://cdn.sofifa.com/players/220/971/20_60.png,Guinea,https://cdn.sofifa.com/flags/gn.png,82,86,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€28.5M,€95K,Naby Keïta,Age: 20-25
Jamie Vardy,32,https://cdn.sofifa.com/players/208/830/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,86,86,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€35.5M,€160K,Jamie Vardy,Age: 30-35
Dominik Livaković,24,https://cdn.sofifa.com/players/241/671/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,80,86,Dinamo Zagreb,https://cdn.sofifa.com/teams/211/light_30.png,€15.5M,€500,Dominik Livaković,Age: 20-25
Riyad Mahrez,28,https://cdn.sofifa.com/players/204/485/20_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,86,86,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€45M,€230K,Riyad Mahrez,Age: 25-30
Florian Neuhaus,22,https://cdn.sofifa.com/players/234/943/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,78,86,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/light_30.png,€15M,€27K,Florian Neuhaus,Age: 20-25
Mikel Merino,23,https://cdn.sofifa.com/players/225/193/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,86,Real Sociedad,https://cdn.sofifa.com/teams/457/light_30.png,€20M,€31K,Mikel Merino Zazón,Age: 20-25
Marco Asensio,23,https://cdn.sofifa.com/players/220/834/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,86,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€29M,€160K,Marco Asensio Willemsen,Age: 20-25
Anderson Souza,25,https://cdn.sofifa.com/players/212/523/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,86,Guangzhou Evergrande Taobao FC,https://cdn.sofifa.com/teams/111839/light_30.png,€32.5M,€38K,Anderson Souza Conceição,Age: 25-30
Billy Gilmour,18,https://cdn.sofifa.com/players/245/992/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,66,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€1.3M,€8K,Billy Gilmour,Below 20 years
Jules Koundé,20,https://cdn.sofifa.com/players/241/486/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,86,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€14M,€13K,Jules Koundé,Age: 20-25
Presnel Kimpembe,23,https://cdn.sofifa.com/players/225/850/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,86,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€26M,€75K,Presnel Kimpembe,Age: 20-25
Tomáš Souček,24,https://cdn.sofifa.com/players/236/792/20_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,81,86,West Ham United,https://cdn.sofifa.com/teams/19/light_30.png,€21.5M,€74K,Tomáš Souček,Age: 20-25
Óscar Melendo,21,https://cdn.sofifa.com/players/236/679/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,86,RCD Espanyol,https://cdn.sofifa.com/teams/452/light_30.png,€20.5M,€26K,Óscar Melendo Jiménez,Age: 20-25
Jonathan Tah,23,https://cdn.sofifa.com/players/213/331/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,81,86,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/light_30.png,€21.5M,€57K,Jonathan Tah,Age: 20-25
Pedro António,21,https://cdn.sofifa.com/players/240/950/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,75,86,Famalicão,https://cdn.sofifa.com/teams/112809/light_30.png,€11.5M,€9K,Pedro António Pereira Gonçalves,Age: 20-25
Leonardo Bonucci,32,https://cdn.sofifa.com/players/184/344/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,86,86,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€28.5M,€155K,Leonardo Bonucci,Age: 30-35
Rabbi Matondo,18,https://cdn.sofifa.com/players/243/392/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,68,86,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€1.8M,€4K,Rabbi Matondo,Below 20 years
Joaquín Correa,24,https://cdn.sofifa.com/players/215/330/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,81,86,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,€24M,€57K,Joaquín Correa,Age: 20-25
Calvin Stengs,20,https://cdn.sofifa.com/players/236/593/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,77,86,AZ Alkmaar,https://cdn.sofifa.com/teams/1906/light_30.png,€14M,€10K,Calvin Stengs,Age: 20-25
Yann Sommer,30,https://cdn.sofifa.com/players/177/683/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,86,86,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/light_30.png,€30M,€43K,Yann Sommer,Age: 30-35
Xavier Hernández,34,https://cdn.sofifa.com/players/010/535/15_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€15.5M,€160K,Xavier Hernández Creus,Age: 30-35
Jordi Alba,30,https://cdn.sofifa.com/players/189/332/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€35M,€220K,Jordi Alba Ramos,Age: 30-35
Mateus Tetê,19,https://cdn.sofifa.com/players/247/641/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,86,Shakhtar Donetsk,https://cdn.sofifa.com/teams/101059/light_30.png,€7.5M,€500,Mateus Tetê,Below 20 years
Jorge Resurrección,27,https://cdn.sofifa.com/players/193/747/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€45.5M,€96K,Jorge Resurrección,Age: 25-30
Carlos Soler,22,https://cdn.sofifa.com/players/234/153/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,86,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€20.5M,€36K,Carlos Soler Barragán,Age: 20-25
Mike Maignan,23,https://cdn.sofifa.com/players/215/698/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,86,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,€21.5M,€33K,Mike Maignan,Age: 20-25
Marcos Llorente,24,https://cdn.sofifa.com/players/226/161/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,86,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€21.5M,€49K,Marcos Llorente Moreno,Age: 20-25
Lucas Martínez,23,https://cdn.sofifa.com/players/228/708/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,85,River Plate,https://cdn.sofifa.com/teams/1876/light_30.png,€12M,€19K,Lucas Martínez Quarta,Age: 20-25
Wenderson Nascimento,21,https://cdn.sofifa.com/players/239/482/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,85,SC Braga,https://cdn.sofifa.com/teams/1896/light_30.png,€13M,€13K,Wenderson Nascimento Galeno,Age: 20-25
Andreas Christensen,23,https://cdn.sofifa.com/players/213/661/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,80,85,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€18M,€85K,Andreas Christensen,Age: 20-25
Jeff Reine-Adélaïde,21,https://cdn.sofifa.com/players/228/509/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,85,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€10.5M,€39K,Jeff Reine-Adélaïde,Age: 20-25
Ruben Loftus-Cheek,23,https://cdn.sofifa.com/players/213/666/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,85,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€17M,€89K,Ruben Loftus-Cheek,Age: 20-25
Julián Álvarez,19,https://cdn.sofifa.com/players/246/191/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,85,River Plate,https://cdn.sofifa.com/teams/1876/light_30.png,€5M,€9K,Julián Álvarez,Below 20 years
Juan Foyth,21,https://cdn.sofifa.com/players/237/221/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,85,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€10M,€44K,Juan Foyth,Age: 20-25
Çağlar Söyüncü,23,https://cdn.sofifa.com/players/232/119/20_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,80,85,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€18M,€69K,Çağlar Söyüncü,Age: 20-25
Filipe Luís,32,https://cdn.sofifa.com/players/164/169/19_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€21.5M,€80K,Filipe Luís Kasmirski,Age: 30-35
Teun Koopmeiners,21,https://cdn.sofifa.com/players/240/679/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,78,85,AZ Alkmaar,https://cdn.sofifa.com/teams/1906/light_30.png,€13.5M,€9K,Teun Koopmeiners,Age: 20-25
Moise Kean,19,https://cdn.sofifa.com/players/236/610/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,75,85,Everton,https://cdn.sofifa.com/teams/7/light_30.png,€10.5M,€41K,Moise Kean,Below 20 years
Angel Gomes,18,https://cdn.sofifa.com/players/240/507/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,68,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€1.8M,€12K,Angel Gomes,Below 20 years
Daniel Carvajal,27,https://cdn.sofifa.com/players/204/963/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,85,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€34.5M,€200K,Daniel Carvajal Ramos,Age: 25-30
Konrad Laimer,22,https://cdn.sofifa.com/players/225/375/20_60.png,Austria,https://cdn.sofifa.com/flags/at.png,80,85,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€18M,€46K,Konrad Laimer,Age: 20-25
Carlos Vinícius,24,https://cdn.sofifa.com/players/244/621/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,85,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€20M,€17K,Carlos Vinícius Alves Morais,Age: 20-25
Harvey Barnes,21,https://cdn.sofifa.com/players/234/742/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,85,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€14.5M,€62K,Harvey Barnes,Age: 20-25
Gelson Dany,24,https://cdn.sofifa.com/players/227/055/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,81,85,AS Monaco,https://cdn.sofifa.com/teams/69/light_30.png,€23M,€43K,Gelson Dany Batalha Martins,Age: 20-25
Fernando Luiz,34,https://cdn.sofifa.com/players/135/507/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€14.5M,€170K,Fernando Luiz Rosa,Age: 30-35
Bryan Mbeumo,19,https://cdn.sofifa.com/players/243/014/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,74,85,Brentford,https://cdn.sofifa.com/teams/1925/light_30.png,€9.5M,€24K,Bryan Mbeumo,Below 20 years
Renato Júnior,21,https://cdn.sofifa.com/players/230/767/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,78,85,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,€14.5M,€30K,Renato Júnior Luz Sanches,Age: 20-25
Joseph Willock,19,https://cdn.sofifa.com/players/237/329/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,71,85,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€5M,€24K,Joseph Willock,Below 20 years
Brais Méndez,22,https://cdn.sofifa.com/players/235/944/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,85,RC Celta,https://cdn.sofifa.com/teams/450/light_30.png,€12M,€20K,Brais Méndez Portela,Age: 20-25
Curtis Jones,18,https://cdn.sofifa.com/players/242/434/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,65,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€1.1M,€6K,Curtis Jones,Below 20 years
Eric García,18,https://cdn.sofifa.com/players/245/037/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,69,85,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€2M,€11K,Eric García Martret,Below 20 years
Emerson Leite,20,https://cdn.sofifa.com/players/247/204/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,75,85,Real Betis,https://cdn.sofifa.com/teams/449/light_30.png,€10M,€14K,Emerson Leite De Souza,Age: 20-25
Matías Vargas,22,https://cdn.sofifa.com/players/228/819/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,76,85,RCD Espanyol,https://cdn.sofifa.com/teams/452/light_30.png,€12M,€25K,Matías Vargas,Age: 20-25
